Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
Vilă noua locatie de top Ghimbav - Direct de la Proprietar;Brasov / Ghimbav;240 m²;106 m²;În construcție;4;3;Nemobilat;Vânzare;235.000 €
Casa de vanzare zona Roman;Neamt / Roman;350 m²;300 m²;Bună;10;0;;Vânzare;150.000 €
Vilă de vânzare în Bușteni - Zona Zamora;Prahova / Busteni;300 m²;254 m²;Bună;5+;3+;;Vânzare;350.000 €
Casa 5 camere in Calarasi$ langa Campia Turzii;Cluj / Calarasi Gara;1085 m²;281 m²;Bună;5;2;Nemobilat;Vânzare;155.000 €
Bistrita Lac - casa teren;Bacau / Bacau;272 m²;180 m²;Bună;6;3;;Vânzare;189.000 €
;;0;0;;;0;;;0
Casă nouă parter 162 mp$ curte 504 mp$ Săbăreni;Giurgiu / Sabareni;504 m²;114 m²;Rezonabilă;4;2;Nemobilat;Vânzare;158.000 €
Casa cu 2 corpuri in curte$ individuala$ 7 camere$ 150 mp$;Brasov / Brasov;215 m²;150 m²;Bună;5+;3;Parțial;Vânzare;190.000 €
Casa de vanzare$ 160 mp utili si 590$ zona 0 Iasi;Iasi / Iasi;596 m²;160 m²;De renovat;5;2;Nemobilat;Vânzare;566.500 €
DELTA DUNARII-MALIUC - PENSIUNE DE VANZARE $ 30000 MP;Tulcea / Maliuc;30000 m²;500 m²;Bună;5+;0;Complet;Vânzare;800.000 €
Suceava$ casa deosebita in zona linistita.;Suceava / Suceava;780 m²;260 m²;Bună;5;2;;Vânzare;229.600 €
Proprietate exclusivista de vanzare: 2 case | 9 camere | ...;Cluj / Feleacu;2000 m²;453 m²;Nouă;5+;3+;Complet;Vânzare;1.500.000 €
Casa practica PE PARTER$ curte generoasa;Bucuresti-Ilfov / Bragadiru;370 m²;80 m²;Nouă;3;0;;Vânzare;109.000 €
Casa de vanzare situata in Roman;Neamt / Roman;500 m²;110 m²;Renovată;4;0;;Vânzare;117.000 €
CASA CUPLATA$ finisata si cu TVA INCLUS!!!;Cluj / Floresti;200 m²;92 m²;Nouă;4;2;Nemobilat;Vânzare;225.500 €
Constructie noua$ zona Urusagului !!!;Cluj / Floresti;300 m²;119 m²;Nouă;4;3;;Vânzare;260.000 €
Casa individuala$ 5 camere$ 220mp utili$ teren 13 ari$ Unire;Bistrita-Nasaud / Bistrita;1300 m²;220 m²;Bună;5;2;Complet;Vânzare;320.000 €
Casă la cheie cu teren de 1650 mp$ Sălicea;Cluj / Salicea;1650 m²;100 m²;Bună;3;1;Complet;Vânzare;235.000 €
Vilă Smart Home.Cu panouri solare$4 dormitoare$ birou$ s...;Cluj / Cluj-Napoca;540 m²;322 m²;Bună;5+;4;Nemobilat;Vânzare;785.000 €
REDUCERE! Oportunitate de investitie in STRAJA! Pensiune cu 10 camere;Hunedoara / Lupeni;125 m²;345 m²;Bună;10;3+;Complet;Vânzare;240.000 €
Casa$ 5camere$ 235mp$ zona Schei;Brasov / Brasov;426 m²;235 m²;Bună;5;3;Complet;Vânzare;850.000 €
Ansamblu de case insiruite in Giroc in apropiere de Lidl;Timis / Giroc;130 m²;87 m²;Bună;4;2;Nemobilat;Vânzare;151.000 €
Casa P+1+beci$ 5 camere$ 180 mp utili$ 430 mp teren$ zona Si;Dolj / Craiova;430 m²;180 m²;De renovat;5;2;Nemobilat;Vânzare;459.000 €
Vila Marica – Eleganța interbelică în inima Brezei;Prahova / Breaza;1111 m²;119 m²;De renovat;4;3;;Vânzare;220.000 €
Oportunitate cu comision 0! Duplex 4 camere/124mp/zona Catanelor;Cluj / Floresti;200 m²;124 m²;Nouă;4;2;Nemobilat;Vânzare;181.500 €
Case moderne într-un nou cartier rezidențial - comun;Bucuresti-Ilfov / Berceni;453 m²;91 m²;Nouă;4;2;Nemobilat;Vânzare;149.900 €
Duplex cu 4 camere$ TVA inclus;Cluj / Floresti;250 m²;100 m²;Nouă;4;2;;Vânzare;210.000 €
Casa tip duplex$ zona Feleac$ 170mp utili$ 575mp teren;Cluj / Feleacu;575 m²;170 m²;De renovat;4;2;Nemobilat;Vânzare;290.000 €
Casa exclusivistă cu 4 dormitoare$ 390 mp utili$ zona Calea;Bistrita-Nasaud / Bistrita;500 m²;392 m²;Bună;5;3;Complet;Vânzare;480.000 €
Vila Smart Home$ tamplarie casa pasiva$ jaluzele ascunse!;Cluj / Cluj-Napoca;510 m²;323 m²;Bună;5+;4;Nemobilat;Vânzare;735.000 €
Cabana 3 camere 100Mp$ Baile Figa Beclean;Bistrita-Nasaud / Beclean;200 m²;100 m²;Bună;3;2;Complet;Vânzare;97.000 €
Casa de vanzare de lux$ 263mp utili$ 7 ari de teren$ zona De;Bistrita-Nasaud / Bistrita;700 m²;263 m²;Bună;5;2;;Vânzare;300.000 €
Casă modernă și spațioasă$ 364mp$ construită în 2020;Bistrita-Nasaud / Bistrita;560 m²;364 m²;Bună;5;3;Nemobilat;Vânzare;230.000 €
Casa 378 mp 1256 mp teren Pretabil Booking$ inchiriere$ Airb;Cluj / Cluj-Napoca;1256 m²;378 m²;Bună;5+;5;Complet;Vânzare;1.050.000 €
Oportunitate! Proiect in executie ! Casă individuală$ 4 ca;Cluj / Dezmir;380 m²;119 m²;Nouă;4;3;Nemobilat;Vânzare;179.000 €
Vila de lux$ independenta energetic$ 255mp$ 650mp teren$ lan;Bucuresti-Ilfov / Snagov;650 m²;172 m²;Bună;4;3;;Vânzare;415.000 €
Proprietate deosebită – 2 case + anexă | 1.000 mp teren;Brasov / Colonia Bod;1000 m²;250 m²;Bună;5+;4;Complet;Vânzare;208.000 €
Casa cu 4 camere de vanzare$ 150 mp$ teren 532 mp$ in Lazuri;Satu-Mare / Lazuri;532 m²;150 m²;Bună;4;3;Parțial;Vânzare;185.000 €
Vila printesei Sisi$ 30 de camere$ 3 ha$ 2000 mp construiti$;Caras-Severin / Marila;30000 m²;2000 m²;De renovat;5+;14;Nemobilat;Vânzare;135.000 €
Casa 4 camere$ 160mp$ zona Unirea;Bistrita-Nasaud / Bistrita;275 m²;160 m²;Bună;4;2;;Vânzare;365.000 €
Duplex semifinisat zona Terra$ COMISION 0;Cluj / Floresti;200 m²;124 m²;Nouă;4;3+;Nemobilat;Vânzare;181.500 €
;;0;0;;;0;;;0
Duplex | Complex | Posibilitate 5 camere;Bucuresti-Ilfov / Bragadiru;180 m²;100 m²;Nouă;3;2;;Vânzare;145.000 €
9 MAI - VILA CU VEDERE SI DESCHIDERE LAC CASLA$ PISCINA IN;Tulcea / Tulcea;1053 m²;669 m²;Bună;5+;4;Parțial;Vânzare;550.000 €
Acasa in Berceni: Un cartier rezidential aparte.;Bucuresti-Ilfov / Berceni;321 m²;104 m²;Nouă;4;3;Nemobilat;Vânzare;164.560 €
Proprietate compusă din două case si teren 378 mp Purc?...;Brasov / Purcareni;378 m²;180 m²;Bună;5+;3;;Vânzare;155.000 €
Pensiune la Durau;Neamt / Durau;1700 m²;330 m²;Bună;10;0;;Vânzare;170.000 €
Casa individuala 4 CAMERE/TEREN 441 MP/Com.Berceni COMISION 0 %;Bucuresti-Ilfov / Berceni;441 m²;90 m²;Nouă;4;2;;Vânzare;139.990 €
Vila individuala P+Mansarda 4 CAMERE/2 KM-Tudor Arghezi/COMISION 0%;Bucuresti-Ilfov / Berceni;370 m²;105 m²;Nouă;4;2;;Vânzare;139.990 €
Vila individuala 5 CAMERE-TEREN 470 MP./Com.Berceni/COMISION 0 %;Bucuresti-Ilfov / Berceni;470 m²;116 m²;Nouă;5;3;;Vânzare;169.990 €
Vila individuala 4 CAMERE/600 M de BLV./Com.Berceni/COMISION 0 %;Bucuresti-Ilfov / Berceni;380 m²;116 m²;Nouă;4;2;;Vânzare;144.990 €
Vila individuala P+1 E-4 CAMERE/Com.Berceni/COMISION 0 %;Bucuresti-Ilfov / Berceni;300 m²;105 m²;Nouă;4;0;;Vânzare;154.990 €
Casa pe parter+pod 3 CAMERE/Com.Berceni$Ilfov/COMISION 0 %;Bucuresti-Ilfov / Berceni;330 m²;75 m²;Nouă;3;1;;Vânzare;141.990 €
;;0;0;;;0;;;0
Casă zona Stadion;Constanta / Constanta;330 m²;344 m²;Nouă;5+;3+;;Vânzare;650.000 €
Casa noua$ individuala$ in vatra satului$ 500 mp teren$ Sag;Timis / Sag;500 m²;113 m²;Bună;4;2;;Vânzare;144.000 €
Vila de lux de vanzare in Predeal;Brasov / Predeal;552 m²;300 m²;Bună;5+;3+;;Vânzare;415.000 €
CASA (VILA) DE VANZARE IN CORNU;Prahova / Cornu;2120 m²;255 m²;Bună;5;3+;;Vânzare;198.000 €
Casă la roșu$ Hemeiuș !;Bacau / Hemeius;400 m²;75 m²;Bună;3;1;;Vânzare;62.500 €
Casa insiruita PREMIUM de zona AFI;Arad / Arad;150 m²;95 m²;Bună;3;2;Nemobilat;Vânzare;249.000 €
Casă / Vilă individuala cu Terasa Circulabila in Tunari;Bucuresti-Ilfov / Tunari;250 m²;120 m²;Nouă;4;3;;Vânzare;220.000 €
Casa individuala de vanzare / teren 900 mp$ Popesti$ Cluj;Cluj / Popesti;900 m²;105 m²;Nouă;3;2;Complet;Vânzare;270.000 €
Casa ( P+E ) Zona Mitocasi-Mitocul Dragomirnei;Suceava / Mitocu Dragomirnei;2000 m²;100 m²;Bună;3;0;;Vânzare;67.000 €
Casa de vanzare Petrosani zona Colonie;Hunedoara / Petrosani;230 m²;60 m²;De renovat;2;1;Parțial;Vânzare;32.000 €
Casa cu 5 camere$ 550 mp$ teren de 800 mp$ zona Salcea;Suceava / Suceava;800 m²;550 m²;Bună;5;4;Complet;Vânzare;320.000 €
Casa P+M cu teren 162 mp - situata pe malul lacului Fundeni;Bucuresti-Ilfov / Bucuresti;162 m²;88 m²;Bună;3;2;Parțial;Vânzare;215.000 €
Investiție Premium: Bistro$ Casă și Birouri în Centrul I;Bistrita-Nasaud / Bistrita;380 m²;630 m²;Bună;5+;5;Complet;Vânzare;725.000 €
Casa noua de orasul Ineu;Arad / Ineu;794 m²;300 m²;Bună;10;3;Parțial;Vânzare;290.000 €
Proprietate Parter 3 Camere 2 Bai | Berceni | 100m STV;Bucuresti-Ilfov / Berceni;362 m²;83 m²;Bună;3;2;Nemobilat;Vânzare;124.900 €
Duplex in Mostina Noua cu canalizare;Timis / Mosnita Noua;265 m²;100 m²;Nouă;4;2;;Vânzare;165.000 €
Casa de in Tunari;Bucuresti-Ilfov / Tunari;179 m²;86 m²;Bună;4;2;;Vânzare;205.000 €
Vilă de vânzare în Comarnic;Prahova / Comarnic;649 m²;230 m²;Bună;5+;2;;Vânzare;175.000 €
Vilă de vânzare în Breaza;Prahova / Breaza;523 m²;278 m²;Bună;5+;2;;Vânzare;179.900 €
Vila de vanzare in Busteni - Zona Centrala;Prahova / Busteni;545 m²;230 m²;Bună;5;2;;Vânzare;420.000 €
Ocazie-Casa Unirii-rond Regina Maria-Gazelei;Bucuresti-Ilfov / Bucuresti;75 m²;60 m²;Bună;3;1;Nemobilat;Vânzare;125.000 €
Casa - Sos. Viilor;Bucuresti-Ilfov / Bucuresti;325 m²;90 m²;Bună;3;1;;Vânzare;238.000 €
Vila P+1 Mihailesti;Giurgiu / Mihailesti;750 m²;120 m²;Bună;5;2;Complet;Vânzare;123.000 €
Casa -Metrou Eroii Revolutiei;Bucuresti-Ilfov / Bucuresti;197 m²;179 m²;Bună;4;2;;Vânzare;162.000 €
Casa cu teren 3579mp in com. Cascioarele$ Jud. Giurgiu;Giurgiu / Cascioarele (Gaiseni);3579 m²;84 m²;Bună;4;0;;Vânzare;75.000 €
Vila casa$ Magura$ Lux;Bacau / Bacau;740 m²;270 m²;Bună;6;3;;Vânzare;349.000 €
Constructie noua!!!! Zona Tauti!!!;Cluj / Floresti;280 m²;145 m²;Nouă;4;3;;Vânzare;250.000 €
DUPLEX CU 4 CAMERE$ ZONA TAUTI;Cluj / Floresti;280 m²;145 m²;Nouă;4;3;;Vânzare;250.000 €
Casa in Roman$ de vanzare;Neamt / Roman;570 m²;250 m²;Bună;5+;0;;Vânzare;250.000 €
Casa de vanzare/ ideala start business;Neamt / Roman;500 m²;100 m²;Bună;4;0;;Vânzare;84.800 €
Casa in Roman$ zona centrala;Neamt / Roman;500 m²;450 m²;Bună;5+;0;;Vânzare;295.000 €
Casa de vanzare$ zona Liceului nr.2-Roman;Neamt / Roman;500 m²;120 m²;Bună;3;0;;Vânzare;160.000 €
Vila zona Fundeni-Dobroiesti;Bucuresti-Ilfov / Dobroesti;890 m²;1400 m²;Bună;5+;3+;;Vânzare;1.450.000 €
;;0;0;;;0;;;0
Casa tip duplex$ 120 mp$ zona Radauti;Suceava / Radauti;240 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;99.000 €
ULTRACENTRAL -CASA 4 CAMERE $TEREN 187 MP$ CENTRALA GAZ;Tulcea / Tulcea;186 m²;140 m²;Bună;4;2;Parțial;Vânzare;139.500 €
Proprietate Piatra Neamt- Vila cocheta cu garaj$ beci si teren;Neamt / Piatra Neamt;760 m²;195 m²;Renovată;5;0;;Vânzare;255.000 €
Vila individuala cuplata 5 camere$ P 1 M$ incalzire in pardo;Bucuresti-Ilfov / Bragadiru;230 m²;141 m²;Bună;5;attribute_options.numar_bai.? string\:4 ?;;Vânzare;150.000 €
Vilă de vânzare în Cornu;Prahova / Cornu;1000 m²;160 m²;Bună;5+;3;;Vânzare;360.000 €
Casă cu teren generos și baltă de pescuit – Găești;Dambovita / Gaesti;5585 m²;150 m²;Bună;5;2;Complet;Vânzare;59.900 €
Casa 5 camere in Barnova$ 150 mp utili si 1000 mp teren;Iasi / Barnova;1000 m²;150 m²;Bună;5;2;Complet;Vânzare;270.000 €
Casa individuala 262 mp$ teren 1337 mp$ in Mihai Viteazu;Cluj / Mihai Viteazu;1337 m²;262 m²;Bună;5;2;Parțial;Vânzare;317.000 €
6 Case superbe situate in inima comunei Berceni;Bucuresti-Ilfov / Berceni;300 m²;75 m²;În construcție;4;2;0;Vânzare;130.000 €
Casa 5 camere$ 210mp$ zona Gramesti$ Siret;Suceava / Gramesti;1000 m²;210 m²;Bună;5;2;Complet;Vânzare;135.000 €
FILM3D!Casa arhitectura flexibila:2 unitati$500mp teren$locu;Brasov / Brasov;502 m²;487 m²;Bună;13;4;;Vânzare;679.000 €
Vila ta în Mogoșoaia – Construită cu grijă$ reziste...;Bucuresti-Ilfov / Mogosoaia;550 m²;130 m²;Bună;3;3;Parțial;Vânzare;250.000 €
Casa 6 camere (Spatiu comercial)$ zona centrala$ 235mp$ Rada;Suceava / Radauti;300 m²;235 m²;Bună;5+;3;Nemobilat;Vânzare;194.000 €
Magura - vila P 1E - teren 1.100mp;Bacau / Bacau;1100 m²;240 m²;Bună;6;2;;Vânzare;199.000 €
Duplex de 119mp utili cu acces rapid spre Cluj-Napoca;Cluj / Cluj-Napoca;200 m²;119 m²;În construcție;5;3;Nemobilat;Vânzare;231.000 €
Duplex în Mosnita Noua;Timis / Mosnita Noua;300 m²;130 m²;Rezonabilă;4;2;;Vânzare;165.000 €
Vila P+E$ SC110 mp$ constr 2024$ gaz $ utilitati$ izolata ter 280 mp;Bihor / Sanmartin;280 m²;90 m²;Nouă;4;2;;Vânzare;143.000 €
Proprietatein ansamblu rezidential Ultracentral-str.Stefan cel Mare;Neamt / Piatra Neamt;514 m²;145 m²;Renovată;4;0;;Vânzare;375.000 €
LA DOLCE VITA - VILA SOMPTUOASA$ CU PISCINA$ PE DEALURILE OR;Bihor / Oradea;417 m²;202 m²;Bună;4;3;;Vânzare;425.000 €
Casa primitoare in cartierul Iosia;Bihor / Oradea;200 m²;153 m²;Bună;4;3;;Vânzare;250.000 €
Casa -Dudesti-Piata Alba Iulia;Bucuresti-Ilfov / Bucuresti;170 m²;74 m²;Renovată;3;2;;Vânzare;259.000 €
Casa individuala 5 CAMERE/TEREN 428 MP/Com.Berceni/COMISION 0 %;Bucuresti-Ilfov / Berceni;428 m²;120 m²;Nouă;5;3;;Vânzare;154.990 €
Casa individula cu 4 camere$ zona Cetatii;Timis / Timisoara;420 m²;100 m²;Bună;4;2;;Vânzare;239.900 €
Vila Spatioasa Bucuresti;Bucuresti-Ilfov / Bucuresti;1200 m²;650 m²;Bună;5+;3+;Nemobilat;Vânzare;1.350.000 €
Duplex zona Catanelor;Cluj / Floresti;200 m²;124 m²;Nouă;4;3+;;Vânzare;185.700 €
Casa individuala deosebita cu teren de 600 mp$ finisaje m...;Timis / Timisoara;600 m²;234 m²;Nouă;5;3;Nemobilat;Vânzare;525.000 €
ORAS BABADAG- CASA P+M $ TEREN 1000 MP;Tulcea / Babadag;1000 m²;157 m²;Bună;3;1;Parțial;Vânzare;150.000 €
Casă la curte comună$ renovată complet în 2024 in zon...;Timis / Timisoara;495 m²;183 m²;Bună;5+;3;Nemobilat;Vânzare;165.000 €
Vilă în zona Lacul Tei Parcul Circului;Bucuresti-Ilfov / Bucuresti;322 m²;383 m²;Bună;5+;3+;Parțial;Vânzare;1.080.000 €
DUPLEX DE VÂNZARE | MOARA-BULAI$ SUCEAVA | PREȚ: 170.00...;Suceava / Bulai;350 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;155.000 €
;;0;0;;;0;;;0
STRADA TRAIAN - CASA LA SOL $TEREN 783 MP$ DESCHIDERE 14 M;Tulcea / Tulcea;783 m²;150 m²;Bună;4;2;Parțial;Vânzare;200.000 €
Duplex in mijlocul naturii;Brasov / Predeal;250 m²;210 m²;Bună;5+;3+;;Vânzare;159.900 €
Ultracentral - str. George Bacovia - vila P 1E;Bacau / Bacau;360 m²;198 m²;Bună;7;2;Complet;Vânzare;409.000 €
Pensiune / afacere la cheie$ în Rânca;Gorj / Ranca;250 m²;200 m²;Bună;5+;7;Complet;Vânzare;322.000 €
Vilă de vânzare în Cornu;Prahova / Cornu;1000 m²;160 m²;Bună;5+;3;;Vânzare;360.000 €
Vegas Villas – Vila Londra | Splaiul Unirii;Bucuresti-Ilfov / Bucuresti;229 m²;150 m²;În construcție;5;3;6;Vânzare;280.000 €
CASĂ LA GRI DE VÂNZARE ÎN MOARA NICA$ SUCEAVA | 190.00...;Suceava / Moara Nica;2300 m²;325 m²;Rezonabilă;5+;3+;Nemobilat;Vânzare;190.000 €
Cea mai buna oferta de pret! Casa tip parter in Comuna Berc;Bucuresti-Ilfov / Bucuresti;380 m²;114 m²;În construcție;2;1;0;Vânzare;98.900 €
;;0;0;;;0;;;0
Casa individuala cu teren generos 2158mp$ front 12m$ liva...;Timis / Timisoara;2158 m²;150 m²;De renovat;5;1;Nemobilat;Vânzare;300.000 €
Casa de Vis de Vânzare I Bulai Moara$ Suceava I PREȚ: 2...;Suceava / Bulai;600 m²;250 m²;Rezonabilă;5;3;Nemobilat;Vânzare;225.000 €
Vila de vacanta - D P M - teren 6.226mp;Bacau / Bacau;6226 m²;250 m²;Bună;4;2;;Vânzare;82.900 €
De Vanzare Casa I Moara-Bulai$ Suceava I Pret: 195.000€;Suceava / Bulai;400 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;195.000 €
Duplex de lux$ complet mobilat$ in Dumbravita;Timis / Dumbravita;360 m²;150 m²;Bună;3;3;;Vânzare;360.000 €
Casa Individuala 220Mp Utili I Suceava/Sf.Ilie I245.000Euro;Suceava / Sfantu Ilie;695 m²;220 m²;Nouă;5;2;;Vânzare;245.000 €
Vila 5 Camere de vanzare | Berceni;Bucuresti-Ilfov / Berceni;220 m²;135 m²;Nouă;5;3;0;Vânzare;149.900 €
;;0;0;;;0;;;0
Casa noua$ individuala$ in vatra satului$ 500 mp teren$ Sag;Timis / Sag;500 m²;140 m²;Bună;4;2;;Vânzare;179.000 €
Casa Higt-Tech cu design futurist$ Piatra Neamt;Neamt / Piatra Neamt;510 m²;275 m²;Renovată;5+;0;;Vânzare;300.000 €
LIVE!Proprietate spectaculoasa$eclectic $decorata$mobilata s;Mures / Targu Mures;324 m²;344 m²;Bună;9;4;Complet;Vânzare;449.000 €
;;0;0;;;0;;;0
Casa individuala Avram Iancu;Cluj / Floresti;610 m²;390 m²;Bună;5+;3+;Complet;Vânzare;466.000 €
Casa tip duplex cu acces separat;Brasov / Brasov;510 m²;280 m²;De renovat;5+;2;;Vânzare;550.000 €
Duplex spatios$ regim P+1$ cu garaj Ronat;Timis / Timisoara;330 m²;174 m²;Bună;4;2;;Vânzare;254.000 €
COMISION 0% DUPLEX CU 4 CAMERE$ ZONA PORII-CATANI;Cluj / Floresti;300 m²;110 m²;Nouă;4;3;;Vânzare;189.900 €
Casa de vanzare 4 camere/P+1+mansarda/mobilat/utilat;Bucuresti-Ilfov / Bragadiru;296 m²;168 m²;Bună;4;0;;Vânzare;241.000 €
Casă / Vilă cu 7 camere de vânzare;Arad / Macea;590 m²;160 m²;Bună;5+;2;Nemobilat;Vânzare;79.800 €
Casă cu 4 camere de vânzare în Cartierul Riviera$ Oradea;Bihor / Oradea;250 m²;101 m²;Bună;4;2;;Vânzare;189.000 €
Proprietate Roznov$ casa+anexe + teren 3630 mp;Neamt / Roznov;3630 m²;110 m²;Bună;4;0;;Vânzare;60.000 €
Duplex cu 4 camere finisaje de calitate la intrare in Giroc;Timis / Chisoda;285 m²;124 m²;Nouă;4;3;Nemobilat;Vânzare;189.000 €
Duplex modern Chisoda stadiul la alb;Timis / Chisoda;268 m²;110 m²;Nouă;3;1;;Vânzare;190.000 €
Duplex exclusivist$ cu 5 camere$ in zona Mehala;Timis / Timisoara;315 m²;140 m²;Nouă;5;3;;Vânzare;399.000 €
Oportunitate URIAȘĂ pentru dezvoltatori/constructori–Ans;Hunedoara / Simeria;1240 m²;164 m²;În construcție;5;3;Nemobilat;Vânzare;220.000 €
Casa 5 camere$ 170mp$ centru Solca;Suceava / Radauti;432 m²;170 m²;Bună;5;1;Complet;Vânzare;147.000 €
Vila P+1+S Corbeanca-Ilfov;Bucuresti-Ilfov / Corbeanca;802 m²;633 m²;De renovat;5+;3+;;Vânzare;370.000 €
Casa constructie noua - 2009 Tulcea;Tulcea / Tulcea;300 m²;360 m²;Bună;5+;0;;Vânzare;250.000 €
Vilă interbelica in Vatra Luminoasa$ arh Toma Dobrescu;Bucuresti-Ilfov / Bucuresti;330 m²;400 m²;De renovat;5+;3+;;Vânzare;749.000 €
Casa/Vila 3 camere Chiajna/Ilfov / Piscina interioara / P...;Bucuresti-Ilfov / Chiajna;410 m²;232 m²;Bună;3;3;Parțial;Vânzare;440.000 €
Cartier rezidențial nou –locuințe spațioase$ termen ...;Arad / Arad;400 m²;115 m²;Rezonabilă;4;2;;Vânzare;129.500 €
Casă cu 7 camere de vânzare$ zona Parcul Salca$ Cantemir;Bihor / Oradea;465 m²;315 m²;Bună;5+;3+;Parțial;Vânzare;298.500 €
Casă / Vilă în zona Domenii$ langa metrou$ consolidata...;Bucuresti-Ilfov / Bucuresti;123 m²;185 m²;Bună;5+;3;Complet;Vânzare;449.000 €
Vila Tip 1 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;625 m²;232 m²;În construcție;5;3;Nemobilat;Vânzare;962.500 €
Vila Tip 1 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;528 m²;232 m²;În construcție;5+;3+;Nemobilat;Vânzare;869.000 €
Vila Tip 5 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;477 m²;152 m²;Nouă;5;3+;Nemobilat;Vânzare;484.000 €
Vila Tip 4 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;494 m²;181 m²;În construcție;5+;3;Nemobilat;Vânzare;539.000 €
Vila Tip 2 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;385 m²;237 m²;În construcție;5;0;;Vânzare;748.000 €
Vila Tip 3 - Marina Snagov;Bucuresti-Ilfov / Tancabesti;573 m²;265 m²;În construcție;5;3+;Nemobilat;Vânzare;770.000 €
Cabana la Colibita $ P+ M -100 mp $ 830 mp teren;Bistrita-Nasaud / Bistrita;830 m²;200 m²;Bună;5+;0;;Vânzare;115.000 €
EXCLUSIVITATE RE/MAX! Vânzare casă semifinisată în Bo...;Cluj / Cluj-Napoca;347 m²;182 m²;Rezonabilă;5;3;;Vânzare;500.000 €
Vanzare vilă de lux în Borhanci;Cluj / Cluj-Napoca;341 m²;178 m²;Nouă;5;3;;Vânzare;650.000 €
Vila cu 4 camere + terasa + curte + loc de parcare - Bacu...;Giurgiu / Bacu;500 m²;126 m²;Bună;4;2;Complet;Vânzare;129.900 €
Casă / Vilă in Corbeanca;Bucuresti-Ilfov / Corbeanca;252 m²;160 m²;Bună;5;3;Parțial;Vânzare;199.900 €
Vila individuala cu 4 camere - Berceni - Complex Nataela;Bucuresti-Ilfov / Berceni;357 m²;99 m²;Nouă;4;2;;Vânzare;99.450 €
Casa la gri$ comuna Girov;Neamt / Girov;1000 m²;144 m²;În construcție;5+;0;;Vânzare;70.000 €
Proprietate com Stefan cel Mare$intr-un cadru natural inedit;Neamt / Stefan Cel Mare;700 m²;100 m²;Bună;5;0;;Vânzare;115.000 €
Casa noua cu teren zona Harau;Hunedoara / Harau;463 m²;140 m²;Nouă;5;2;Complet;Vânzare;165.000 €
Case finalizate str Tiparnitei Sos Giurgiului Dedeman Sec...;Bucuresti-Ilfov / Bucuresti;124 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;180.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;76 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;170.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;124 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;180.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;76 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;170.000 €
Casa LA CHEIE cu 5 camere si 4 bai$ 200 mp$ aproape de LIDL$;Cluj / Cluj-Napoca;290 m²;194 m²;Bună;5;4;Complet;Vânzare;575.000 €
Casa individuala 4 camere Cartier Izvor Tarlungeni Brasov;Brasov / Tarlungeni;330 m²;100 m²;Nouă;4;2;Nemobilat;Vânzare;140.000 €
Vânzare casă Com. Berceni - Mamina;Bucuresti-Ilfov / Berceni;535 m²;144 m²;Bună;4;3;;Vânzare;220.000 €
Casa individuala P M - 4 camere - 2 bai - 380 mp teren;Bucuresti-Ilfov / Berceni;370 m²;155 m²;Bună;4;2;;Vânzare;165.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;76 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;170.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;124 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;180.000 €
Complex case finalizate str Tiparnitei Sos Giurgiului Ded...;Bucuresti-Ilfov / Bucuresti;76 m²;147 m²;Bună;5;3;Nemobilat;Vânzare;170.000 €
DUPLEX 3 CAMERE$ 2 BAI$ 250 MP TEREN$ VOROVESTI-MIROSLAVA;Iasi / Iasi;250 m²;80 m²;În construcție;3;2;;Vânzare;104.900 €
Vilă High-End în Miroslava – Stil$ Lumină și Arhitectu;Iasi / Iasi;450 m²;177 m²;Bună;5;3;Nemobilat;Vânzare;405.000 €
CASA INDIVIDUALA$ 5 CAMERE$ 3 BAI$ 135 MP UTILI$ 470 MP TERE;Iasi / Iasi;470 m²;135 m²;În construcție;5;3;;Vânzare;244.000 €
CASA INDIVIDUALA $ 4 CAMERE$ VALEA ADANCA$ 5 DRUMURI;Iasi / Iasi;410 m²;110 m²;Bună;4;2;;Vânzare;202.000 €
